Freq.	2/V(o5)	2/V(o9)	2/V(o10)	2/V(o12)	2/V(o15)	2/V(o20)
3.63915036127119e+004	(6.62945975101760e+001dB,-1.74745473490410e+002°)	(6.55583716100405e+001dB,-1.75989847957620e+002°)	(6.52007382792681e+001dB,-1.76797164468815e+002°)	(6.55996153624572e+001dB,-1.76659457172184e+002°)	(6.57194663541199e+001dB,-1.77314121270349e+002°)	(6.59244527645781e+001dB,-1.78412062501110e+002°)
3.64753946925519e+004	(6.62944136351095e+001dB,-1.74733438108283e+002°)	(6.55582605017669e+001dB,-1.75980639898250e+002°)	(6.52006644149518e+001dB,-1.76789800757654e+002°)	(6.55995354986578e+001dB,-1.76651778464594e+002°)	(6.57194118021586e+001dB,-1.77307942041150e+002°)	(6.59244290918109e+001dB,-1.78408405340007e+002°)
3.65594791613036e+004	(6.62942289167686e+001dB,-1.74721375519730e+002°)	(6.55581488866366e+001dB,-1.75971410856584e+002°)	(6.52005902155027e+001dB,-1.76782420204677e+002°)	(6.55994552705609e+001dB,-1.76644082206590e+002°)	(6.57193570059000e+001dB,-1.77301748653197e+002°)	(6.59244053122324e+001dB,-1.78404739770239e+002°)
3.66437574647744e+004	(6.62940433678857e+001dB,-1.74709285653471e+002°)	(6.55580367573660e+001dB,-1.75962160795585e+002°)	(6.52005156744742e+001dB,-1.76775022771652e+002°)	(6.55993746732668e+001dB,-1.76636368359905e+002°)	(6.57193019551451e+001dB,-1.77295541073467e+002°)	(6.59243814160484e+001dB,-1.78401065774984e+002°)
3.67282300497995e+004	(6.62938569545134e+001dB,-1.74697168467585e+002°)	(6.55579241121352e+001dB,-1.75952889663268e+002°)	(6.52004407908460e+001dB,-1.76767608423495e+002°)	(6.55992936981200e+001dB,-1.76628636888494e+002°)	(6.57192466531046e+001dB,-1.77289319274190e+002°)	(6.59243574149385e+001dB,-1.78397383333445e+002°)
3.68128973642442e+004	(6.62936696893336e+001dB,-1.74685023889200e+002°)	(6.55578109529544e+001dB,-1.75943597415134e+002°)	(6.52003655618120e+001dB,-1.76760177127250e+002°)	(6.55992123627423e+001dB,-1.76620887744526e+002°)	(6.57191910952486e+001dB,-1.77283083215021e+002°)	(6.59243333010675e+001dB,-1.78393692429985e+002°)
3.68977598570061e+004	(6.62934815709964e+001dB,-1.74672851867512e+002°)	(6.55576972686436e+001dB,-1.75934284002748e+002°)	(6.52002899826340e+001dB,-1.76752728835080e+002°)	(6.55991306434649e+001dB,-1.76613120900067e+002°)	(6.57191352809688e+001dB,-1.77276832868523e+002°)	(6.59243090782732e+001dB,-1.78389993037113e+002°)
3.69828179780176e+004	(6.62932925917439e+001dB,-1.74660652333741e+002°)	(6.55575830724519e+001dB,-1.75924949380931e+002°)	(6.52002140666835e+001dB,-1.76745263512366e+002°)	(6.55990485559726e+001dB,-1.76605336302519e+002°)	(6.57190792115282e+001dB,-1.77270568203500e+002°)	(6.59242847446061e+001dB,-1.78386285145299e+002°)
3.70680721782486e+004	(6.62931027542458e+001dB,-1.74648425233808e+002°)	(6.55574683475416e+001dB,-1.75915593499999e+002°)	(6.52001377967019e+001dB,-1.76737781121841e+002°)	(6.55989660841062e+001dB,-1.76597533921780e+002°)	(6.57190228805306e+001dB,-1.77264289186407e+002°)	(6.59242602980413e+001dB,-1.78382568727254e+002°)
3.71535229097082e+004	(6.62929120446772e+001dB,-1.74636170506121e+002°)	(6.55573530921742e+001dB,-1.75906216318661e+002°)	(6.52000611734130e+001dB,-1.76730281623923e+002°)	(6.55988832379564e+001dB,-1.76589713712793e+002°)	(6.57189662949583e+001dB,-1.77257995784167e+002°)	(6.59242357366189e+001dB,-1.78378843770156e+002°)
3.72391706254478e+004	(6.62927204697030e+001dB,-1.74623888091642e+002°)	(6.55572373100633e+001dB,-1.75896817779867e+002°)	(6.51999841957742e+001dB,-1.76722764984129e+002°)	(6.55988000088340e+001dB,-1.76581875638604e+002°)	(6.57189094445741e+001dB,-1.77251687961248e+002°)	(6.59242110602798e+001dB,-1.78375110249513e+002°)
3.73250157795630e+004	(6.62925280032626e+001dB,-1.74611577933942e+002°)	(6.55571209994663e+001dB,-1.75887397843030e+002°)	(6.51999068680610e+001dB,-1.76715231158506e+002°)	(6.55987163974242e+001dB,-1.76574019657782e+002°)	(6.57188523382910e+001dB,-1.77245365688609e+002°)	(6.59241862768041e+001dB,-1.78371368146584e+002°)
3.74110588271962e+004	(6.62923346682837e+001dB,-1.74599239968137e+002°)	(6.55570041547870e+001dB,-1.75877956459313e+002°)	(6.51998291874146e+001dB,-1.76707680111703e+002°)	(6.55986324025298e+001dB,-1.76566145728821e+002°)	(6.57187949621109e+001dB,-1.77239028938942e+002°)	(6.59241613744343e+001dB,-1.78367617442208e+002°)
3.74973002245392e+004	(6.62921404448005e+001dB,-1.74586874136620e+002°)	(6.55568867685621e+001dB,-1.75868493581529e+002°)	(6.51997511455249e+001dB,-1.76700111802246e+002°)	(6.55985480192063e+001dB,-1.76558253814015e+002°)	(6.57187373248490e+001dB,-1.77232677670579e+002°)	(6.59241363550947e+001dB,-1.78363858118678e+002°)
3.75837404288353e+004	(6.62919453373096e+001dB,-1.74574480375861e+002°)	(6.55567688464608e+001dB,-1.75859009162419e+002°)	(6.51996727503427e+001dB,-1.76692526196565e+002°)	(6.55984632500105e+001dB,-1.76550343871078e+002°)	(6.57186794182131e+001dB,-1.77226311853551e+002°)	(6.59241112226407e+001dB,-1.78360090153030e+002°)
3.76703798983817e+004	(6.62917493380375e+001dB,-1.74562058624109e+002°)	(6.55566503828862e+001dB,-1.75849503154619e+002°)	(6.51995939863111e+001dB,-1.76684923249232e+002°)	(6.55983780899875e+001dB,-1.76542415862264e+002°)	(6.57186212568061e+001dB,-1.77219931455279e+002°)	(6.59240859770524e+001dB,-1.78356313529444e+002°)
3.77572190925324e+004	(6.62915524373502e+001dB,-1.74549608833492e+002°)	(6.55565313796530e+001dB,-1.75839975503355e+002°)	(6.51995148595519e+001dB,-1.76677302924350e+002°)	(6.55982925416689e+001dB,-1.76534469743679e+002°)	(6.57185628151316e+001dB,-1.77213536444162e+002°)	(6.59240606124126e+001dB,-1.78352528224321e+002°)
3.78442584717001e+004	(6.62913546476695e+001dB,-1.74537130925409e+002°)	(6.55564118293558e+001dB,-1.75830426169069e+002°)	(6.51994353779518e+001dB,-1.76669665182317e+002°)	(6.55982065925001e+001dB,-1.76526505472011e+002°)	(6.57185041134844e+001dB,-1.77207126783356e+002°)	(6.59240351306335e+001dB,-1.78348734217385e+002°)
3.79314984973589e+004	(6.62911559450389e+001dB,-1.74524624854322e+002°)	(6.55562917282127e+001dB,-1.75820855101164e+002°)	(6.51993555278012e+001dB,-1.76662009984356e+002°)	(6.55981202583189e+001dB,-1.76518523016639e+002°)	(6.57184451378317e+001dB,-1.77200702442265e+002°)	(6.59240095336509e+001dB,-1.78344931493133e+002°)
3.80189396320468e+004	(6.62909563378427e+001dB,-1.74512090547593e+002°)	(6.55561710762191e+001dB,-1.75811262251858e+002°)	(6.51992753061989e+001dB,-1.76654337293487e+002°)	(6.55980335189961e+001dB,-1.76510522331014e+002°)	(6.57183858855867e+001dB,-1.77194263389751e+002°)	(6.59239838155666e+001dB,-1.78341120031894e+002°)
3.81065823393680e+004	(6.62907558183833e+001dB,-1.74499527953724e+002°)	(6.55560498695884e+001dB,-1.75801647571279e+002°)	(6.51991947192094e+001dB,-1.76646647069226e+002°)	(6.55979463845851e+001dB,-1.76502503372004e+002°)	(6.57183263693908e+001dB,-1.77187809587344e+002°)	(6.59239579802157e+001dB,-1.78337299807275e+002°)
3.81944270839953e+004	(6.62905543808071e+001dB,-1.74486937008283e+002°)	(6.55559281082923e+001dB,-1.75792011010822e+002°)	(6.51991137638657e+001dB,-1.76638939267865e+002°)	(6.55978588538474e+001dB,-1.76494466098629e+002°)	(6.57182665771530e+001dB,-1.77181341010849e+002°)	(6.59239320275785e+001dB,-1.78333470802425e+002°)
3.82824743316729e+004	(6.62903520212981e+001dB,-1.74474317647264e+002°)	(6.55558057885698e+001dB,-1.75782352524436e+002°)	(6.51990324318993e+001dB,-1.76631213857370e+002°)	(6.55977709142816e+001dB,-1.76486410475225e+002°)	(6.57182065080896e+001dB,-1.77174857615049e+002°)	(6.59239059517716e+001dB,-1.78329633001600e+002°)
3.83707245492185e+004	(6.62901487422069e+001dB,-1.74461669809498e+002°)	(6.55556829084601e+001dB,-1.75772672059750e+002°)	(6.51989507257076e+001dB,-1.76623470791174e+002°)	(6.55976825721470e+001dB,-1.76478336457745e+002°)	(6.57181461596390e+001dB,-1.77168359373398e+002°)	(6.59238797585856e+001dB,-1.78325786377902e+002°)
3.84591782045260e+004	(6.62899445336172e+001dB,-1.74448993435766e+002°)	(6.55555594642453e+001dB,-1.75762969576077e+002°)	(6.51988686459757e+001dB,-1.76615710032967e+002°)	(6.55975938299544e+001dB,-1.76470244004379e+002°)	(6.57180855387431e+001dB,-1.77161846253053e+002°)	(6.59238534421447e+001dB,-1.78321930917133e+002°)
3.85478357665678e+004	(6.62897393896789e+001dB,-1.74436288465989e+002°)	(6.55554354538738e+001dB,-1.75753245014076e+002°)	(6.51987861933631e+001dB,-1.76607931544204e+002°)	(6.55975046713651e+001dB,-1.76462133073973e+002°)	(6.57180246408513e+001dB,-1.77155318217803e+002°)	(6.59238270063010e+001dB,-1.78318066595107e+002°)
3.86366977053975e+004	(6.62895333106466e+001dB,-1.74423554838726e+002°)	(6.55553108754601e+001dB,-1.75743498330569e+002°)	(6.51987033523238e+001dB,-1.76600135285964e+002°)	(6.55974151102000e+001dB,-1.76454003626282e+002°)	(6.57179634557113e+001dB,-1.77148775234855e+002°)	(6.59238004510166e+001dB,-1.78314193392390e+002°)
3.87257644921523e+004	(6.62893262823956e+001dB,-1.74410792490014e+002°)	(6.55551857232986e+001dB,-1.75733729476478e+002°)	(6.51986201396442e+001dB,-1.76592321212589e+002°)	(6.55973251300977e+001dB,-1.76445855618570e+002°)	(6.57179019940582e+001dB,-1.77142217269234e+002°)	(6.59237737723339e+001dB,-1.78310311287052e+002°)
3.88150365990553e+004	(6.62891183173643e+001dB,-1.74398001353980e+002°)	(6.55550599954038e+001dB,-1.75723938400895e+002°)	(6.51985365379928e+001dB,-1.76584489288050e+002°)	(6.55972347429552e+001dB,-1.76437689007405e+002°)	(6.57178402494479e+001dB,-1.77135644287621e+002°)	(6.59237469624156e+001dB,-1.78306420262708e+002°)
3.89045144994185e+004	(6.62889093995324e+001dB,-1.74385181378921e+002°)	(6.55549336936046e+001dB,-1.75714125058732e+002°)	(6.51984525534210e+001dB,-1.76576639474537e+002°)	(6.55971439362640e+001dB,-1.76429503760099e+002°)	(6.57177782154456e+001dB,-1.77129056258254e+002°)	(6.59237200348956e+001dB,-1.78302520297961e+002°)
3.89941986676448e+004	(6.62886995268815e+001dB,-1.74372332492323e+002°)	(6.55548068102400e+001dB,-1.75704289396408e+002°)	(6.51983681829030e+001dB,-1.76568771726646e+002°)	(6.55970527142460e+001dB,-1.76421299819974e+002°)	(6.57177159008679e+001dB,-1.77122453145872e+002°)	(6.59236929877622e+001dB,-1.78298611369585e+002°)
3.90840895792306e+004	(6.62884887016811e+001dB,-1.74359454635772e+002°)	(6.55546793489827e+001dB,-1.75694431367091e+002°)	(6.51982834270710e+001dB,-1.76560886005659e+002°)	(6.55969610719974e+001dB,-1.76413077162050e+002°)	(6.57176532992471e+001dB,-1.77115834915509e+002°)	(6.59236658170751e+001dB,-1.78294693458718e+002°)
3.91741877107687e+004	(6.62882769015873e+001dB,-1.74346547748355e+002°)	(6.55545513021795e+001dB,-1.75684550919482e+002°)	(6.51981982811776e+001dB,-1.76552982275710e+002°)	(6.55968690118504e+001dB,-1.76404835730361e+002°)	(6.57175904079409e+001dB,-1.77109201532480e+002°)	(6.59236385110877e+001dB,-1.78290766548810e+002°)
3.92644935399504e+004	(6.62880641410769e+001dB,-1.74333611768830e+002°)	(6.55544226622094e+001dB,-1.75674648005352e+002°)	(6.51981127404185e+001dB,-1.76545060494989e+002°)	(6.55967765287869e+001dB,-1.76396575489039e+002°)	(6.57175272262385e+001dB,-1.77102552966151e+002°)	(6.59236110834091e+001dB,-1.78286830613462e+002°)
3.93550075455681e+004	(6.62878504119511e+001dB,-1.74320646626279e+002°)	(6.55542934401400e+001dB,-1.75664722570233e+002°)	(6.51980268107501e+001dB,-1.76537120618129e+002°)	(6.55966836177327e+001dB,-1.76388296396785e+002°)	(6.57174637514626e+001dB,-1.77095889177847e+002°)	(6.59235835281342e+001dB,-1.78282885632493e+002°)
3.94457302075182e+004	(6.62876357022074e+001dB,-1.74307652270061e+002°)	(6.55541636190263e+001dB,-1.75654774572827e+002°)	(6.51979404856174e+001dB,-1.76529162609900e+002°)	(6.55965902773375e+001dB,-1.76379998408399e+002°)	(6.57173999905290e+001dB,-1.77089210135890e+002°)	(6.59235558511083e+001dB,-1.78278931589799e+002°)
3.95366620068031e+004	(6.62874200158652e+001dB,-1.74294628627242e+002°)	(6.55540332098935e+001dB,-1.75644803956293e+002°)	(6.51978537583684e+001dB,-1.76521186424709e+002°)	(6.55964965119987e+001dB,-1.76371681488685e+002°)	(6.57173359331415e+001dB,-1.77082515805668e+002°)	(6.59235280444566e+001dB,-1.78274968462296e+002°)
3.96278034255343e+004	(6.62872033367638e+001dB,-1.74281575644953e+002°)	(6.55539021976661e+001dB,-1.75634810679931e+002°)	(6.51977666404108e+001dB,-1.76513192024545e+002°)	(6.55964023146275e+001dB,-1.76363345584665e+002°)	(6.57172715823626e+001dB,-1.77075806151205e+002°)	(6.59235001061790e+001dB,-1.78270996228121e+002°)
3.97191549469343e+004	(6.62869856790988e+001dB,-1.74268493248642e+002°)	(6.55537705839032e+001dB,-1.75624794681531e+002°)	(6.51976791179428e+001dB,-1.76505179370340e+002°)	(6.55963076858557e+001dB,-1.76354990662650e+002°)	(6.57172069317350e+001dB,-1.77069081141277e+002°)	(6.59234720401482e+001dB,-1.78267014867419e+002°)
3.98107170553400e+004	(6.62867670204863e+001dB,-1.74255381382047e+002°)	(6.55536383703738e+001dB,-1.75614755917301e+002°)	(6.51975911897550e+001dB,-1.76497148423154e+002°)	(6.55962126242838e+001dB,-1.76346616674224e+002°)	(6.57171419900277e+001dB,-1.77062340737907e+002°)	(6.59234438463107e+001dB,-1.78263024357860e+002°)
3.99024902362044e+004	(6.62865473671249e+001dB,-1.74242239985228e+002°)	(6.55535055474841e+001dB,-1.75604694336021e+002°)	(6.51975028617291e+001dB,-1.76489099132237e+002°)	(6.55961171229317e+001dB,-1.76338223579517e+002°)	(6.57170767469321e+001dB,-1.77055584906387e+002°)	(6.59234155207188e+001dB,-1.78259024679469e+002°)
3.99944749761000e+004	(6.62863267106183e+001dB,-1.74229068981785e+002°)	(6.55533721150761e+001dB,-1.75594609890965e+002°)	(6.51974141273333e+001dB,-1.76481031468154e+002°)	(6.55960211823502e+001dB,-1.76329811337786e+002°)	(6.57170112016945e+001dB,-1.77048813612678e+002°)	(6.59233870672422e+001dB,-1.78255015812279e+002°)
4.00866717627205e+004	(6.62861050471181e+001dB,-1.74215868326091e+002°)	(6.55532380747199e+001dB,-1.75584502523655e+002°)	(6.51973249906092e+001dB,-1.76472945377113e+002°)	(6.55959247974043e+001dB,-1.76321379906007e+002°)	(6.57169453554348e+001dB,-1.77042026818925e+002°)	(6.59233584780255e+001dB,-1.78250997736216e+002°)
4.01790810848842e+004	(6.62858823682227e+001dB,-1.74202637943533e+002°)	(6.55531034187736e+001dB,-1.75574372191119e+002°)	(6.51972354360338e+001dB,-1.76464840831063e+002°)	(6.55958279742175e+001dB,-1.76312929236352e+002°)	(6.57168792055511e+001dB,-1.77035224500321e+002°)	(6.59233297627735e+001dB,-1.78246970426035e+002°)
4.02717034325361e+004	(6.62856586718353e+001dB,-1.74189377771360e+002°)	(6.55529681394621e+001dB,-1.75564218839609e+002°)	(6.51971454748547e+001dB,-1.76456717778426e+002°)	(6.55957307095597e+001dB,-1.76304459288796e+002°)	(6.57168127530942e+001dB,-1.77028406610297e+002°)	(6.59233009117041e+001dB,-1.78242933867623e+002°)
4.03645392967506e+004	(6.62854339598688e+001dB,-1.74176087742455e+002°)	(6.55528322477952e+001dB,-1.75554042417355e+002°)	(6.51970550950858e+001dB,-1.76448576185215e+002°)	(6.55956329926324e+001dB,-1.76295970021100e+002°)	(6.57167459935017e+001dB,-1.77021573118343e+002°)	(6.59232719286418e+001dB,-1.78238888031197e+002°)
4.04575891697344e+004	(6.62852082220918e+001dB,-1.74162767799573e+002°)	(6.55526957322381e+001dB,-1.75543842871716e+002°)	(6.51969643008408e+001dB,-1.76440416007890e+002°)	(6.55955348295967e+001dB,-1.76287461390749e+002°)	(6.57166789317483e+001dB,-1.77014723992228e+002°)	(6.59232428096826e+001dB,-1.78234832906219e+002°)
4.05508535448284e+004	(6.62849814563086e+001dB,-1.74149417876735e+002°)	(6.55525585851264e+001dB,-1.75533620160439e+002°)	(6.51968730908433e+001dB,-1.76432237204328e+002°)	(6.55954362133822e+001dB,-1.76278933352302e+002°)	(6.57166115574656e+001dB,-1.77007859192358e+002°)	(6.59232135586454e+001dB,-1.78230768462029e+002°)
4.06443329165113e+004	(6.62847536460516e+001dB,-1.74136037912589e+002°)	(6.55524208173268e+001dB,-1.75523374221659e+002°)	(6.51967814655657e+001dB,-1.76424039727198e+002°)	(6.55953371463909e+001dB,-1.76270385865563e+002°)	(6.57165438698757e+001dB,-1.77000978684474e+002°)	(6.59231841755036e+001dB,-1.78226694681581e+002°)
4.07380277804013e+004	(6.62845248012708e+001dB,-1.74122627834704e+002°)	(6.55522824079766e+001dB,-1.75513105009841e+002°)	(6.51966894148206e+001dB,-1.76415823544675e+002°)	(6.55952376234034e+001dB,-1.76261818882691e+002°)	(6.57164758758352e+001dB,-1.76994082434003e+002°)	(6.59231546543451e+001dB,-1.78222611542566e+002°)
4.08319386332592e+004	(6.62842949137106e+001dB,-1.74109187585519e+002°)	(6.55521433699833e+001dB,-1.75502812478244e+002°)	(6.51965969462363e+001dB,-1.76407588606434e+002°)	(6.55951376449391e+001dB,-1.76253232365017e+002°)	(6.57164075707041e+001dB,-1.76987170402436e+002°)	(6.59231249951120e+001dB,-1.78218519021434e+002°)
4.09260659729911e+004	(6.62840639851339e+001dB,-1.74095717094789e+002°)	(6.55520036916966e+001dB,-1.75492496568035e+002°)	(6.51965040459894e+001dB,-1.76399334877654e+002°)	(6.55950372057634e+001dB,-1.76244626263872e+002°)	(6.57163389422823e+001dB,-1.76980242560948e+002°)	(6.59230952016812e+001dB,-1.78214417099424e+002°)
4.10204102986506e+004	(6.62838319868342e+001dB,-1.74082216308039e+002°)	(6.55518633765558e+001dB,-1.75482157227248e+002°)	(6.51964107217583e+001dB,-1.76391062313849e+002°)	(6.55949363082499e+001dB,-1.76236000538948e+002°)	(6.57162700087913e+001dB,-1.76973298864600e+002°)	(6.59230652681591e+001dB,-1.78210305758138e+002°)
4.11149721104421e+004	(6.62835989408959e+001dB,-1.74068685147986e+002°)	(6.55517224242433e+001dB,-1.75471794404271e+002°)	(6.51963169685900e+001dB,-1.76382770868327e+002°)	(6.55948349396537e+001dB,-1.76227355145569e+002°)	(6.57162007561221e+001dB,-1.76966339285962e+002°)	(6.59230352022895e+001dB,-1.78206184971506e+002°)
4.12097519097229e+004	(6.62833648226834e+001dB,-1.74055123560870e+002°)	(6.55515808157694e+001dB,-1.75461408056459e+002°)	(6.51962227888071e+001dB,-1.76374460502458e+002°)	(6.55947331136464e+001dB,-1.76218690043109e+002°)	(6.57161311777210e+001dB,-1.76959363787080e+002°)	(6.59230049942685e+001dB,-1.78202054720243e+002°)
4.13047501990060e+004	(6.62831296440960e+001dB,-1.74041531474691e+002°)	(6.55514385619543e+001dB,-1.75450998123269e+002°)	(6.51961281721252e+001dB,-1.76366131176906e+002°)	(6.55946308173968e+001dB,-1.76210005179896e+002°)	(6.57160612842270e+001dB,-1.76952372331035e+002°)	(6.59229746459852e+001dB,-1.78197914978596e+002°)
4.13999674819629e+004	(6.62828933925483e+001dB,-1.74027908823311e+002°)	(6.55512956549532e+001dB,-1.75440564553876e+002°)	(6.51960331189677e+001dB,-1.76357782844153e+002°)	(6.55945280514151e+001dB,-1.76201300519404e+002°)	(6.57159910671777e+001dB,-1.76945364881261e+002°)	(6.59229441574207e+001dB,-1.78193765731646e+002°)
4.14954042634261e+004	(6.62826560596602e+001dB,-1.74014255548737e+002°)	(6.55511520963255e+001dB,-1.75430107299468e+002°)	(6.51959376316437e+001dB,-1.76349415465473e+002°)	(6.55944248104515e+001dB,-1.76192576015170e+002°)	(6.57159205295933e+001dB,-1.76938341404222e+002°)	(6.59229135343600e+001dB,-1.78189606951129e+002°)
4.15910610493920e+004	(6.62824176470512e+001dB,-1.74000571579359e+002°)	(6.55510078762904e+001dB,-1.75419626305579e+002°)	(6.51958417034032e+001dB,-1.76341028997040e+002°)	(6.55943210967941e+001dB,-1.76183831621279e+002°)	(6.57158496667646e+001dB,-1.76931301855675e+002°)	(6.59228827650543e+001dB,-1.78185438620460e+002°)
4.16869383470233e+004	(6.62821781462551e+001dB,-1.73986856853944e+002°)	(6.55508629907444e+001dB,-1.75409121522475e+002°)	(6.51957453400782e+001dB,-1.76332623393388e+002°)	(6.55942169090134e+001dB,-1.76175067297291e+002°)	(6.57157784779539e+001dB,-1.76924246210420e+002°)	(6.59228518533419e+001dB,-1.78181260713314e+002°)
4.17830366646519e+004	(6.62819375548354e+001dB,-1.73973111305438e+002°)	(6.55507174505465e+001dB,-1.75398592896345e+002°)	(6.51956485313549e+001dB,-1.76324198615096e+002°)	(6.55941122455470e+001dB,-1.76166282990370e+002°)	(6.57157069642018e+001dB,-1.76917174427626e+002°)	(6.59228207972493e+001dB,-1.78177073213414e+002°)
4.18793565117816e+004	(6.62816958641593e+001dB,-1.73959334864384e+002°)	(6.55505712383419e+001dB,-1.75388040369717e+002°)	(6.51955512741098e+001dB,-1.76315754622667e+002°)	(6.55940070955906e+001dB,-1.76157478666509e+002°)	(6.57156351151470e+001dB,-1.76910086473641e+002°)	(6.59227896006225e+001dB,-1.78172876096777e+002°)
4.19758983990904e+004	(6.62814530677753e+001dB,-1.73945527470833e+002°)	(6.55504243612956e+001dB,-1.75377463895314e+002°)	(6.51954535759083e+001dB,-1.76307291365352e+002°)	(6.55939014651402e+001dB,-1.76148654275687e+002°)	(6.57155629432617e+001dB,-1.76902982305064e+002°)	(6.59227582653385e+001dB,-1.78168669335752e+002°)
4.20726628384341e+004	(6.62812091774292e+001dB,-1.73931689052125e+002°)	(6.55502768058330e+001dB,-1.75366863419074e+002°)	(6.51953554282403e+001dB,-1.76298808805866e+002°)	(6.55937953470874e+001dB,-1.76139809777551e+002°)	(6.57154904324784e+001dB,-1.76895861891795e+002°)	(6.59227267796684e+001dB,-1.78164452916800e+002°)
4.21696503428479e+004	(6.62809641600585e+001dB,-1.73917819550150e+002°)	(6.55501285772337e+001dB,-1.75356238894664e+002°)	(6.51952568224810e+001dB,-1.76290306895856e+002°)	(6.55936887436070e+001dB,-1.76130945118260e+002°)	(6.57154175914635e+001dB,-1.76888725193299e+002°)	(6.59226951494057e+001dB,-1.78160226814603e+002°)
4.22668614265499e+004	(6.62807180315025e+001dB,-1.73903918894511e+002°)	(6.55499796674524e+001dB,-1.75345590261173e+002°)	(6.51951577681162e+001dB,-1.76281785598477e+002°)	(6.55935816551226e+001dB,-1.76122060257940e+002°)	(6.57153444174758e+001dB,-1.76881572174635e+002°)	(6.59226633725311e+001dB,-1.78155991003833e+002°)
4.23642966049437e+004	(6.62804707811006e+001dB,-1.73889987022457e+002°)	(6.55498300760731e+001dB,-1.75334917468292e+002°)	(6.51950582601455e+001dB,-1.76273244868947e+002°)	(6.55934740669714e+001dB,-1.76113155156434e+002°)	(6.57152709001473e+001dB,-1.76874402803596e+002°)	(6.59226314529251e+001dB,-1.78151745466735e+002°)
4.24619563946208e+004	(6.62802224041916e+001dB,-1.73876023863694e+002°)	(6.55496797988637e+001dB,-1.75324220461545e+002°)	(6.51949582953578e+001dB,-1.76264684661694e+002°)	(6.55933659945220e+001dB,-1.76104229761664e+002°)	(6.57151970500204e+001dB,-1.76867217036476e+002°)	(6.59225993807627e+001dB,-1.78147490180368e+002°)
4.25598413133638e+004	(6.62799728941005e+001dB,-1.73862029351087e+002°)	(6.55495288316612e+001dB,-1.75313499192593e+002°)	(6.51948578687468e+001dB,-1.76256104932650e+002°)	(6.55932574174402e+001dB,-1.76095284032874e+002°)	(6.57151228662491e+001dB,-1.76860014838348e+002°)	(6.59225671696610e+001dB,-1.78143225120801e+002°)
4.26579518801488e+004	(6.62797222482355e+001dB,-1.73848003418020e+002°)	(6.55493771776524e+001dB,-1.75302753601362e+002°)	(6.51947569843179e+001dB,-1.76247505639011e+002°)	(6.55931483435998e+001dB,-1.76086317923616e+002°)	(6.57150483346115e+001dB,-1.76852796173572e+002°)	(6.59225348019846e+001dB,-1.78138950265072e+002°)
4.27562886151481e+004	(6.62794704538588e+001dB,-1.73833946004294e+002°)	(6.55492248251294e+001dB,-1.75291983638144e+002°)	(6.51946556370800e+001dB,-1.76238886738859e+002°)	(6.55930387732961e+001dB,-1.76077331384589e+002°)	(6.57149734561569e+001dB,-1.76845561006502e+002°)	(6.59225022874716e+001dB,-1.78134665595630e+002°)
4.28548520397334e+004	(6.62792175244998e+001dB,-1.73819857030193e+002°)	(6.55490717792255e+001dB,-1.75281189249484e+002°)	(6.51945538256102e+001dB,-1.76230248187974e+002°)	(6.55929286956567e+001dB,-1.76068324380050e+002°)	(6.57148982376032e+001dB,-1.76838309293840e+002°)	(6.59224696241013e+001dB,-1.78130371086914e+002°)
4.29536426764782e+004	(6.62789634271031e+001dB,-1.73805736446744e+002°)	(6.55489180281814e+001dB,-1.75270370383360e+002°)	(6.51944515430674e+001dB,-1.76221589940747e+002°)	(6.55928181108876e+001dB,-1.76059296852917e+002°)	(6.57148226724061e+001dB,-1.76831041006555e+002°)	(6.59224368059449e+001dB,-1.78126066713371e+002°)
4.30526610491605e+004	(6.62787081832936e+001dB,-1.73791584171025e+002°)	(6.55487635714686e+001dB,-1.75259526985494e+002°)	(6.51943487862745e+001dB,-1.76212911958125e+002°)	(6.55927070250142e+001dB,-1.76050248762856e+002°)	(6.57147467653775e+001dB,-1.76823756102746e+002°)	(6.59224038427556e+001dB,-1.78121752459708e+002°)
4.31519076827659e+004	(6.62784517680324e+001dB,-1.73777400145949e+002°)	(6.55486084103833e+001dB,-1.75248658998250e+002°)	(6.51942455663257e+001dB,-1.76204214189591e+002°)	(6.55925954214520e+001dB,-1.76041180070454e+002°)	(6.57146705022355e+001dB,-1.76816454541977e+002°)	(6.59223707246890e+001dB,-1.78117428298729e+002°)
4.32513831034902e+004	(6.62781941969070e+001dB,-1.73763184297128e+002°)	(6.55484525406362e+001dB,-1.75237766368565e+002°)	(6.51941418656296e+001dB,-1.76195496595649e+002°)	(6.55924833135820e+001dB,-1.76032090718733e+002°)	(6.57145938879133e+001dB,-1.76809136298003e+002°)	(6.59223374536395e+001dB,-1.78113094206285e+002°)
4.33510878387422e+004	(6.62779354426704e+001dB,-1.73748936559939e+002°)	(6.55482959542494e+001dB,-1.75226849049269e+002°)	(6.51940376881189e+001dB,-1.76186759130337e+002°)	(6.55923706848147e+001dB,-1.76022980669035e+002°)	(6.57145169271171e+001dB,-1.76801801317831e+002°)	(6.59223040276043e+001dB,-1.78108750161467e+002°)
